product_id,pair_id,product_name,category,subcategory,brand,gender_target,price,size,normalized_price_per_unit,retailer,description,ingredients,pink_tax_percent
PR0023-W,PAIR0023,Lakme Shaving Cream - Women,Grooming,Shaving Cream,Lakme,Women,2249.26,1000,2.25,Nykaa,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",13.67
PR0024-M,PAIR0024,Bata Aftershave - Men,Grooming,Aftershave,Bata,Men,721.58,100,7.22,Myntra,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0024-W,PAIR0024,Bata Aftershave - Women,Grooming,Aftershave,Bata,Women,801.24,100,8.01,Myntra,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",11.04
PR0025-M,PAIR0025,Old Spice Lotion - Men,Personal Care,Lotion,Old Spice,Men,1118.32,50,22.37,RelianceDigital,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0025-W,PAIR0025,Old Spice Lotion - Women,Personal Care,Lotion,Old Spice,Women,1253.15,50,25.06,RelianceDigital,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",12.06
PR0026-M,PAIR0026,Dove Hoodie - Men,Apparel,Hoodie,Dove,Men,965.73,XL,965.73,Nykaa,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0026-W,PAIR0026,Dove Hoodie - Women,Apparel,Hoodie,Dove,Women,1113.32,XL,1113.32,Nykaa,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",15.28
PR0027-M,PAIR0027,Biotique Shaving Cream - Men,Grooming,Shaving Cream,Biotique,Men,592.88,1000,0.59,RelianceDigital,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0027-W,PAIR0027,Biotique Shaving Cream - Women,Grooming,Shaving Cream,Biotique,Women,713.87,1000,0.71,RelianceDigital,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",20.41
PR0028-M,PAIR0028,Dove Hoodie - Men,Apparel,Hoodie,Dove,Men,412.27,L,412.27,RelianceDigital,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0028-W,PAIR0028,Dove Hoodie - Women,Apparel,Hoodie,Dove,Women,485.89,L,485.89,RelianceDigital,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",17.86
PR0029-M,PAIR0029,Puma Face Wash - Men,Personal Care,Face Wash,Puma,Men,479.26,250,1.92,Amazon,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0029-W,PAIR0029,Puma Face Wash - Women,Personal Care,Face Wash,Puma,Women,531.49,250,2.13,Amazon,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",10.9
PR0030-M,PAIR0030,Vaseline Perfume - Men,Personal Care,Perfume,Vaseline,Men,1856.64,250,7.43,Flipkart,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0030-W,PAIR0030,Vaseline Perfume - Women,Personal Care,Perfume,Vaseline,Women,2103.37,250,8.41,Flipkart,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",13.29
PR0031-M,PAIR0031,Gillette Hoodie - Men,Apparel,Hoodie,Gillette,Men,1447.18,XL,1447.18,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0031-W,PAIR0031,Gillette Hoodie - Women,Apparel,Hoodie,Gillette,Women,1798.27,XL,1798.27,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",24.26
PR0032-M,PAIR0032,Biotique Shaving Cream - Men,Grooming,Shaving Cream,Biotique,Men,534.24,250,2.14,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0032-W,PAIR0032,Biotique Shaving Cream - Women,Grooming,Shaving Cream,Biotique,Women,618.14,250,2.47,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",15.7
PR0033-M,PAIR0033,H&M Face Wash - Men,Personal Care,Face Wash,H&M,Men,1895.93,500,3.79,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0033-W,PAIR0033,H&M Face Wash - Women,Personal Care,Face Wash,H&M,Women,2133.59,500,4.27,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",12.54
PR0034-M,PAIR0034,Garnier Shaving Cream - Men,Grooming,Shaving Cream,Garnier,Men,1962.02,150,13.08,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0034-W,PAIR0034,Garnier Shaving Cream - Women,Grooming,Shaving Cream,Garnier,Women,2175.24,150,14.5,Flipkart,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",10.87
PR0035-M,PAIR0035,Gillette Hoodie - Men,Apparel,Hoodie,Gillette,Men,376.02,S,376.02,Myntra,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0035-W,PAIR0035,Gillette Hoodie - Women,Apparel,Hoodie,Gillette,Women,464.13,S,464.13,Myntra,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",23.43
PR0036-M,PAIR0036,Biotique Shoes - Men,Apparel,Shoes,Biotique,Men,1570.33,L,1570.33,Amazon,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0036-W,PAIR0036,Biotique Shoes - Women,Apparel,Shoes,Biotique,Women,1857.97,L,1857.97,Amazon,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",18.32
PR0037-M,PAIR0037,Mamaearth Face Wash - Men,Personal Care,Face Wash,Mamaearth,Men,839.59,250,3.36,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0037-W,PAIR0037,Mamaearth Face Wash - Women,Personal Care,Face Wash,Mamaearth,Women,1033.73,250,4.13,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",23.12
PR0038-M,PAIR0038,Ponds Aftershave - Men,Grooming,Aftershave,Ponds,Men,1978.9,1000,1.98,RelianceDigital,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0038-W,PAIR0038,Ponds Aftershave - Women,Grooming,Aftershave,Ponds,Women,2327.85,1000,2.33,RelianceDigital,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",17.63
PR0039-M,PAIR0039,Old Spice Hoodie - Men,Apparel,Hoodie,Old Spice,Men,789.27,S,789.27,Nykaa,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0039-W,PAIR0039,Old Spice Hoodie - Women,Apparel,Hoodie,Old Spice,Women,904.18,S,904.18,Nykaa,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",14.56
PR0040-M,PAIR0040,Garnier Aftershave - Men,Grooming,Aftershave,Garnier,Men,1214.07,250,4.86,RelianceDigital,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0040-W,PAIR0040,Garnier Aftershave - Women,Grooming,Aftershave,Garnier,Women,1385.9,250,5.54,RelianceDigital,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",14.15
PR0041-M,PAIR0041,L’Oréal Shaving Cream - Men,Grooming,Shaving Cream,L’Oréal,Men,1208.68,200,6.04,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0041-W,PAIR0041,L’Oréal Shaving Cream - Women,Grooming,Shaving Cream,L’Oréal,Women,1394.51,200,6.97,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",15.37
PR0042-M,PAIR0042,Vaseline Lotion - Men,Personal Care,Lotion,Vaseline,Men,1153.32,1000,1.15,BigBasket,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0042-W,PAIR0042,Vaseline Lotion - Women,Personal Care,Lotion,Vaseline,Women,1427.56,1000,1.43,BigBasket,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",23.78
PR0043-M,PAIR0043,Ponds Jeans - Men,Apparel,Jeans,Ponds,Men,1999.42,M,1999.42,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0043-W,PAIR0043,Ponds Jeans - Women,Apparel,Jeans,Ponds,Women,2356.9,M,2356.9,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",17.88
PR0044-M,PAIR0044,Vaseline Aftershave - Men,Grooming,Aftershave,Vaseline,Men,248.01,150,1.65,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0044-W,PAIR0044,Vaseline Aftershave - Women,Grooming,Aftershave,Vaseline,Women,298.95,150,1.99,BigBasket,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",20.54
PR0045-M,PAIR0045,Axe Hoodie - Men,Apparel,Hoodie,Axe,Men,1512.92,L,1512.92,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0045-W,PAIR0045,Axe Hoodie - Women,Apparel,Hoodie,Axe,Women,1842.79,L,1842.79,Amazon,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",21.8
PR0046-M,PAIR0046,Bata Shaving Cream - Men,Grooming,Shaving Cream,Bata,Men,1480.76,100,14.81,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0046-W,PAIR0046,Bata Shaving Cream - Women,Grooming,Shaving Cream,Bata,Women,1752.9,100,17.53,Amazon,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",18.38
PR0047-M,PAIR0047,Biotique Shoes - Men,Apparel,Shoes,Biotique,Men,1562.46,S,1562.46,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0047-W,PAIR0047,Biotique Shoes - Women,Apparel,Shoes,Biotique,Women,1772.26,S,1772.26,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",13.43
PR0048-M,PAIR0048,Axe Shaving Cream - Men,Grooming,Shaving Cream,Axe,Men,518.49,750,0.69,BigBasket,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0048-W,PAIR0048,Axe Shaving Cream - Women,Grooming,Shaving Cream,Axe,Women,600.22,750,0.8,BigBasket,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",15.76
PR0049-M,PAIR0049,Gillette Hoodie - Men,Apparel,Hoodie,Gillette,Men,1468.55,S,1468.55,Flipkart,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0049-W,PAIR0049,Gillette Hoodie - Women,Apparel,Hoodie,Gillette,Women,1766.26,S,1766.26,Flipkart,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",20.27
PR0050-M,PAIR0050,L’Oréal Jeans - Men,Apparel,Jeans,L’Oréal,Men,1840.55,M,1840.55,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0050-W,PAIR0050,L’Oréal Jeans - Women,Apparel,Jeans,L’Oréal,Women,2169.03,M,2169.03,Nykaa,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",17.85
PR0051-M,PAIR0051,Puma Shaving Cream - Men,Grooming,Shaving Cream,Puma,Men,848.79,500,1.7,Nykaa,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",0
PR0051-W,PAIR0051,Puma Shaving Cream - Women,Grooming,Shaving Cream,Puma,Women,962.76,500,1.93,Nykaa,"Rich, foamy texture for a smooth, irritation-free shave.","Stearic Acid, Glycerin, Aqua, Perfume",13.43
PR0052-M,PAIR0052,Levi’s Hoodie - Men,Apparel,Hoodie,Levi’s,Men,1544.57,S,1544.57,BigBasket,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",0
PR0052-W,PAIR0052,Levi’s Hoodie - Women,Apparel,Hoodie,Levi’s,Women,1885.1,S,1885.1,BigBasket,Cozy hoodie with modern fit and premium fabric.,"Cotton, Polyester Blend",22.05
PR0053-M,PAIR0053,Gillette Shoes - Men,Apparel,Shoes,Gillette,Men,920.15,L,920.15,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",0
PR0053-W,PAIR0053,Gillette Shoes - Women,Apparel,Shoes,Gillette,Women,1114.74,L,1114.74,Flipkart,"Comfortable, stylish shoes perfect for everyday wear.","Rubber Sole, Synthetic Upper",21.15
PR0054-M,PAIR0054,Patanjali Body Wash - Men,Personal Care,Body Wash,Patanjali,Men,1987.7,1000,1.99,Flipkart,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",0
PR0054-W,PAIR0054,Patanjali Body Wash - Women,Personal Care,Body Wash,Patanjali,Women,2211.43,1000,2.21,Flipkart,Refreshing body wash that nourishes and hydrates your skin.,"Shea Butter, Vitamin E, Aqua, Perfume",11.26
PR0055-M,PAIR0055,Puma Razor - Men,Grooming,Razor,Puma,Men,1900.95,1000,1.9,Nykaa,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",0
PR0055-W,PAIR0055,Puma Razor - Women,Grooming,Razor,Puma,Women,2364.08,1000,2.36,Nykaa,Precision razor with flexible blades for smooth shaving.,"Stainless Steel, Plastic Handle, Rubber Grip",24.36
PR0056-M,PAIR0056,Dove Aftershave - Men,Grooming,Aftershave,Dove,Men,664.31,150,4.43,Nykaa,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",0
PR0056-W,PAIR0056,Dove Aftershave - Women,Grooming,Aftershave,Dove,Women,761.59,150,5.08,Nykaa,Cooling aftershave lotion with soothing aloe vera.,"Aloe Vera, Ethanol, Menthol, Fragrance",14.64
PR0057-M,PAIR0057,Garnier Jeans - Men,Apparel,Jeans,Garnier,Men,1173.69,M,1173.69,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0057-W,PAIR0057,Garnier Jeans - Women,Apparel,Jeans,Garnier,Women,1408.4,M,1408.4,Flipkart,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",20
PR0058-M,PAIR0058,Bata Jeans - Men,Apparel,Jeans,Bata,Men,787.35,XL,787.35,Myntra,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",0
PR0058-W,PAIR0058,Bata Jeans - Women,Apparel,Jeans,Bata,Women,908.01,XL,908.01,Myntra,Slim-fit jeans crafted from durable stretch denim.,"98% Cotton, 2% Elastane",15.32
PR0059-M,PAIR0059,Nike Perfume - Men,Personal Care,Perfume,Nike,Men,1978.53,50,39.57,BigBasket,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",0
PR0059-W,PAIR0059,Nike Perfume - Women,Personal Care,Perfume,Nike,Women,2238.28,50,44.77,BigBasket,Long-lasting fragrance with floral and woody notes.,"Alcohol, Water, Fragrance, Limonene",13.13
PR0060-M,PAIR0060,Levi’s Lotion - Men,Personal Care,Lotion,Levi’s,Men,851.76,1000,0.85,Amazon,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0060-W,PAIR0060,Levi’s Lotion - Women,Personal Care,Lotion,Levi’s,Women,951.3,1000,0.95,Amazon,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",11.69
PR0061-M,PAIR0061,Ponds Lotion - Men,Personal Care,Lotion,Ponds,Men,1908.37,500,3.82,Amazon,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",0
PR0061-W,PAIR0061,Ponds Lotion - Women,Personal Care,Lotion,Ponds,Women,2319.91,500,4.64,Amazon,Hydrating body lotion with long-lasting softness.,"Shea Butter, Glycerin, Vitamin E, Fragrance",21.56
PR0062-M,PAIR0062,Gillette Face Wash - Men,Personal Care,Face Wash,Gillette,Men,1423.86,200,7.12,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",0
PR0062-W,PAIR0062,Gillette Face Wash - Women,Personal Care,Face Wash,Gillette,Women,1731.81,200,8.66,RelianceDigital,Gentle face wash enriched with aloe vera and vitamin E for daily freshness.,"Aloe Vera, Glycerin, Aqua, Fragrance",21.63
